OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU556	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU557	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus
OTU558	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU559	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas sp. Marseille-P2440
OTU560	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU561	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU562	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	?
OTU563	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU564	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	?
OTU565	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	?	?	?
OTU566	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	metagenome
OTU567	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU568	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU569	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU570	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	?
OTU571	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?
OTU572	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter massiliensis
OTU573	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU574	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU575	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
OTU576	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	?
OTU577	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU578	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	?
OTU579	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	?
OTU580	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	uncultured organism	?	?
OTU581	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	?
OTU582	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU583	Bacteria	Firmicutes	Bacilli	?	?	?	?
OTU584	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU585	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU586	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	?	?
OTU587	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	?	?	?
OTU588	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	?
OTU589	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella haemolysans
OTU590	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU591	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	?
OTU592	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
OTU593	Bacteria	Firmicutes	Bacilli	RF39	uncultured rumen bacterium	?	?
OTU594	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	?
OTU595	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU596	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU597	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	?
OTU598	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU599	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	?
OTU600	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU601	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	bacterium NLAE-zl-H528
OTU602	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU603	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	?
OTU604	Bacteria	Firmicutes	Clostridia	?	?	?	?
OTU605	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU606	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	?	?	?
OTU607	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU608	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
OTU609	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
OTU610	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	uncultured organism
OTU611	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU612	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
OTU613	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU614	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
OTU615	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	?
OTU617	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU618	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	?	?	?
OTU619	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
OTU621	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU622	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	?	?
OTU623	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	?	?
OTU624	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU625	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	?	?
OTU626	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	?
OTU627	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU628	Bacteria	Firmicutes	Bacilli	RF39	uncultured Firmicutes bacterium	?	?
OTU629	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	uncultured rumen bacterium	?	?
OTU630	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	?
OTU631	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU632	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	?	?
OTU633	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	?	?
OTU634	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	?
OTU635	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU636	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	?	?
OTU637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	?	?	?
OTU638	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	?	?
OTU639	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus Stoquefichus	?
OTU640	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU641	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	?
OTU642	Bacteria	Bacteroidota	?	?	?	?	?
OTU643	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU644	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU645	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU646	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	?
OTU647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU648	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU649	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	?	?
OTU650	Bacteria	Firmicutes	Clostridia	Lachnospirales	?	?	?
OTU651	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU652	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	?
OTU653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured organism	?
OTU654	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium stationis
OTU655	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU656	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU657	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	uncultured organism	?	?
OTU658	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	[Eubacterium] siraeum
OTU659	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU660	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes obesi
OTU661	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU662	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU663	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	?
OTU664	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU665	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	?
OTU666	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	?
OTU667	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU668	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	?
OTU669	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU670	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis
OTU671	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
OTU672	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	?
OTU673	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
OTU674	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	?
OTU675	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU676	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides	Sanguibacteroides justesenii
OTU677	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	?	?
OTU678	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	?
OTU679	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	?	?	?
OTU680	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	?
OTU681	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	?
OTU682	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU683	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU684	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	?	?
OTU685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	?
OTU686	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	?	?
OTU687	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU688	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU689	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU690	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU691	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
OTU692	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	uncultured rumen bacterium	?	?
OTU693	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
OTU694	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	?
OTU695	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
OTU696	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	Selenomonadales bacterium Marseille-P2399	?
OTU697	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU698	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU699	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	?
OTU700	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	?
OTU701	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU702	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	?
OTU703	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU704	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	?	?	?
OTU705	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	uncultured rumen bacterium	?	?
OTU706	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
OTU707	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	Mucispirillum schaedleri
OTU708	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp.
OTU709	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU710	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU711	Bacteria	Firmicutes	Bacilli	RF39	uncultured rumen bacterium	?	?
OTU712	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU713	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	?
OTU714	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	?	?
OTU715	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	?	?	?
OTU716	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	?	?	?
OTU717	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	?
OTU718	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
OTU719	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	?
OTU720	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU721	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	?	?
OTU722	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU723	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU724	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU725	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU726	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	?
OTU727	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU728	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU729	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010	?
OTU730	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	?
OTU731	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU732	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	?	?
OTU733	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
OTU734	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	uncultured rumen bacterium	?	?
OTU735	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	?
OTU736	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group	?
OTU737	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU738	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	?
OTU739	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	?
OTU740	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU741	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU742	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU743	Bacteria	Firmicutes	Bacilli	RF39	gut metagenome	?	?
OTU744	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?
OTU745	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	?
OTU746	Bacteria	Firmicutes	Bacilli	RF39	gut metagenome	?	?
OTU747	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	?	?
OTU748	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
OTU749	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	?
OTU750	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU751	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU752	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
OTU753	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	Prevotellaceae bacterium
OTU755	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU756	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	?
OTU757	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	?	?
OTU758	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU759	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	?
OTU760	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	metagenome
OTU761	Bacteria	Firmicutes	Bacilli	RF39	?	?	?
OTU762	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?
OTU763	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas ureilytica
